"Country or Area";"Year";"Area";"Sex";"Age";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Sweden";"1993";"Total";"Male";"17";"Estimate - de jure";"Final figure, complete";"1994";"52614";""
"Sweden";"1993";"Total";"Male";"18";"Estimate - de jure";"Final figure, complete";"1994";"55311";""
"Sweden";"1993";"Total";"Male";"19";"Estimate - de jure";"Final figure, complete";"1994";"58753";""
"Sweden";"1993";"Total";"Male";"20";"Estimate - de jure";"Final figure, complete";"1994";"58263";""
"Sweden";"1993";"Total";"Male";"20 - 24";"Estimate - de jure";"Final figure, complete";"1994";"295287";""
"Sweden";"1993";"Total";"Male";"21";"Estimate - de jure";"Final figure, complete";"1994";"59584";""
"Sweden";"1993";"Total";"Male";"22";"Estimate - de jure";"Final figure, complete";"1994";"60361";""
"Sweden";"1993";"Total";"Male";"23";"Estimate - de jure";"Final figure, complete";"1994";"58484";""
"Sweden";"1993";"Total";"Male";"24";"Estimate - de jure";"Final figure, complete";"1994";"58595";""
"Sweden";"1993";"Total";"Male";"25";"Estimate - de jure";"Final figure, complete";"1994";"61934";""
"Sweden";"1993";"Total";"Male";"25 - 29";"Estimate - de jure";"Final figure, complete";"1994";"333540";""
"Sweden";"1993";"Total";"Male";"26";"Estimate - de jure";"Final figure, complete";"1994";"66666";""
"Sweden";"1993";"Total";"Male";"27";"Estimate - de jure";"Final figure, complete";"1994";"67992";""
"Sweden";"1993";"Total";"Male";"28";"Estimate - de jure";"Final figure, complete";"1994";"68472";""
"Sweden";"1993";"Total";"Male";"29";"Estimate - de jure";"Final figure, complete";"1994";"68476";""
"Sweden";"1993";"Total";"Male";"30";"Estimate - de jure";"Final figure, complete";"1994";"64182";""
"Sweden";"1993";"Total";"Male";"30 - 34";"Estimate - de jure";"Final figure, complete";"1994";"302792";""
"Sweden";"1993";"Total";"Male";"31";"Estimate - de jure";"Final figure, complete";"1994";"61100";""
"Sweden";"1993";"Total";"Male";"32";"Estimate - de jure";"Final figure, complete";"1994";"59485";""
"Sweden";"1993";"Total";"Male";"33";"Estimate - de jure";"Final figure, complete";"1994";"58447";""
"Sweden";"1993";"Total";"Male";"34";"Estimate - de jure";"Final figure, complete";"1994";"59578";""
"Sweden";"1993";"Total";"Male";"35";"Estimate - de jure";"Final figure, complete";"1994";"59556";""
"Sweden";"1993";"Total";"Male";"35 - 39";"Estimate - de jure";"Final figure, complete";"1994";"298971";""
"Sweden";"1993";"Total";"Male";"36";"Estimate - de jure";"Final figure, complete";"1994";"59871";""
"Sweden";"1993";"Total";"Male";"37";"Estimate - de jure";"Final figure, complete";"1994";"61026";""
"Sweden";"1993";"Total";"Male";"38";"Estimate - de jure";"Final figure, complete";"1994";"59757";""
"Sweden";"1993";"Total";"Male";"39";"Estimate - de jure";"Final figure, complete";"1994";"58761";""
"Sweden";"1993";"Total";"Male";"40";"Estimate - de jure";"Final figure, complete";"1994";"60586";""
"Sweden";"1993";"Total";"Male";"40 - 44";"Estimate - de jure";"Final figure, complete";"1994";"307677";""
"Sweden";"1993";"Total";"Male";"41";"Estimate - de jure";"Final figure, complete";"1994";"60127";""
"Sweden";"1993";"Total";"Male";"42";"Estimate - de jure";"Final figure, complete";"1994";"59676";""
"Sweden";"1993";"Total";"Male";"43";"Estimate - de jure";"Final figure, complete";"1994";"62646";""
"Sweden";"1993";"Total";"Male";"44";"Estimate - de jure";"Final figure, complete";"1994";"64642";""
"Sweden";"1993";"Total";"Male";"45";"Estimate - de jure";"Final figure, complete";"1994";"66986";""
"Sweden";"1993";"Total";"Male";"45 - 49";"Estimate - de jure";"Final figure, complete";"1994";"341016";""
"Sweden";"1993";"Total";"Male";"46";"Estimate - de jure";"Final figure, complete";"1994";"67879";""
"Sweden";"1993";"Total";"Male";"47";"Estimate - de jure";"Final figure, complete";"1994";"69124";""
"Sweden";"1993";"Total";"Male";"48";"Estimate - de jure";"Final figure, complete";"1994";"68837";""
"Sweden";"1993";"Total";"Male";"49";"Estimate - de jure";"Final figure, complete";"1994";"68190";""
"Sweden";"1993";"Total";"Male";"50";"Estimate - de jure";"Final figure, complete";"1994";"63663";""
"Sweden";"1993";"Total";"Male";"50 - 54";"Estimate - de jure";"Final figure, complete";"1994";"271718";""
"Sweden";"1993";"Total";"Male";"51";"Estimate - de jure";"Final figure, complete";"1994";"58496";""
"Sweden";"1993";"Total";"Male";"52";"Estimate - de jure";"Final figure, complete";"1994";"51516";""
"Sweden";"1993";"Total";"Male";"53";"Estimate - de jure";"Final figure, complete";"1994";"48930";""
"Sweden";"1993";"Total";"Male";"54";"Estimate - de jure";"Final figure, complete";"1994";"49113";""
"Sweden";"1993";"Total";"Male";"55";"Estimate - de jure";"Final figure, complete";"1994";"46726";""
"Sweden";"1993";"Total";"Male";"55 - 59";"Estimate - de jure";"Final figure, complete";"1994";"215102";""
"Sweden";"1993";"Total";"Male";"56";"Estimate - de jure";"Final figure, complete";"1994";"44505";""
"Sweden";"1993";"Total";"Male";"57";"Estimate - de jure";"Final figure, complete";"1994";"42936";""
"Sweden";"1993";"Total";"Male";"58";"Estimate - de jure";"Final figure, complete";"1994";"41262";""
"Sweden";"1993";"Total";"Male";"59";"Estimate - de jure";"Final figure, complete";"1994";"39673";""
"Sweden";"1993";"Total";"Male";"60";"Estimate - de jure";"Final figure, complete";"1994";"38862";""
"Sweden";"1993";"Total";"Male";"60 - 64";"Estimate - de jure";"Final figure, complete";"1994";"196875";""
"Sweden";"1993";"Total";"Male";"61";"Estimate - de jure";"Final figure, complete";"1994";"39952";""
"Sweden";"1993";"Total";"Male";"62";"Estimate - de jure";"Final figure, complete";"1994";"39677";""
"Sweden";"1993";"Total";"Male";"63";"Estimate - de jure";"Final figure, complete";"1994";"39779";""
"Sweden";"1993";"Total";"Male";"64";"Estimate - de jure";"Final figure, complete";"1994";"38605";""
"Sweden";"1993";"Total";"Male";"65";"Estimate - de jure";"Final figure, complete";"1994";"39327";""
"Sweden";"1993";"Total";"Male";"65 - 69";"Estimate - de jure";"Final figure, complete";"1994";"193407";""
"Sweden";"1993";"Total";"Male";"66";"Estimate - de jure";"Final figure, complete";"1994";"38177";""
"Sweden";"1993";"Total";"Male";"67";"Estimate - de jure";"Final figure, complete";"1994";"38466";""
"Sweden";"1993";"Total";"Male";"68";"Estimate - de jure";"Final figure, complete";"1994";"38926";""
"Sweden";"1993";"Total";"Male";"69";"Estimate - de jure";"Final figure, complete";"1994";"38511";""
"Sweden";"1993";"Total";"Male";"70";"Estimate - de jure";"Final figure, complete";"1994";"38606";""
"Sweden";"1993";"Total";"Male";"70 - 74";"Estimate - de jure";"Final figure, complete";"1994";"186213";""
"Sweden";"1993";"Total";"Male";"71";"Estimate - de jure";"Final figure, complete";"1994";"37348";""
"Sweden";"1993";"Total";"Male";"72";"Estimate - de jure";"Final figure, complete";"1994";"39075";""
"Sweden";"1993";"Total";"Male";"73";"Estimate - de jure";"Final figure, complete";"1994";"39720";""
"Sweden";"1993";"Total";"Male";"74";"Estimate - de jure";"Final figure, complete";"1994";"31464";""
"Sweden";"1993";"Total";"Male";"75";"Estimate - de jure";"Final figure, complete";"1994";"29587";""
"Sweden";"1993";"Total";"Male";"75 - 79";"Estimate - de jure";"Final figure, complete";"1994";"132898";""
"Sweden";"1993";"Total";"Male";"76";"Estimate - de jure";"Final figure, complete";"1994";"28625";""
"Sweden";"1993";"Total";"Male";"77";"Estimate - de jure";"Final figure, complete";"1994";"26792";""
"Sweden";"1993";"Total";"Male";"78";"Estimate - de jure";"Final figure, complete";"1994";"24476";""
"Sweden";"1993";"Total";"Male";"79";"Estimate - de jure";"Final figure, complete";"1994";"23418";""
"Sweden";"1993";"Total";"Male";"80";"Estimate - de jure";"Final figure, complete";"1994";"21785";""
"Sweden";"1993";"Total";"Male";"80 - 84";"Estimate - de jure";"Final figure, complete";"1994";"88077";""
"Sweden";"1993";"Total";"Male";"81";"Estimate - de jure";"Final figure, complete";"1994";"19607";""
"Sweden";"1993";"Total";"Male";"82";"Estimate - de jure";"Final figure, complete";"1994";"17444";""
"Sweden";"1993";"Total";"Male";"83";"Estimate - de jure";"Final figure, complete";"1994";"15635";""
"Sweden";"1993";"Total";"Male";"84";"Estimate - de jure";"Final figure, complete";"1994";"13606";""
"Sweden";"1993";"Total";"Male";"85";"Estimate - de jure";"Final figure, complete";"1994";"11081";""
"Sweden";"1993";"Total";"Male";"85 - 89";"Estimate - de jure";"Final figure, complete";"1994";"38350";""
"Sweden";"1993";"Total";"Male";"86";"Estimate - de jure";"Final figure, complete";"1994";"9270";""
"Sweden";"1993";"Total";"Male";"87";"Estimate - de jure";"Final figure, complete";"1994";"7509";""
"Sweden";"1993";"Total";"Male";"88";"Estimate - de jure";"Final figure, complete";"1994";"5823";""
"Sweden";"1993";"Total";"Male";"89";"Estimate - de jure";"Final figure, complete";"1994";"4667";""
"Sweden";"1993";"Total";"Male";"90";"Estimate - de jure";"Final figure, complete";"1994";"3531";""
"Sweden";"1993";"Total";"Male";"90 - 94";"Estimate - de jure";"Final figure, complete";"1994";"10480";""
"Sweden";"1993";"Total";"Male";"91";"Estimate - de jure";"Final figure, complete";"1994";"2723";""
"Sweden";"1993";"Total";"Male";"92";"Estimate - de jure";"Final figure, complete";"1994";"1934";""
"Sweden";"1993";"Total";"Male";"93";"Estimate - de jure";"Final figure, complete";"1994";"1368";""
"Sweden";"1993";"Total";"Male";"94";"Estimate - de jure";"Final figure, complete";"1994";"924";""
"Sweden";"1993";"Total";"Male";"95";"Estimate - de jure";"Final figure, complete";"1994";"639";""
"Sweden";"1993";"Total";"Male";"95 - 99";"Estimate - de jure";"Final figure, complete";"1994";"1579";""
"Sweden";"1993";"Total";"Male";"96";"Estimate - de jure";"Final figure, complete";"1994";"418";""
"Sweden";"1993";"Total";"Male";"97";"Estimate - de jure";"Final figure, complete";"1994";"270";""
"Sweden";"1993";"Total";"Male";"98";"Estimate - de jure";"Final figure, complete";"1994";"163";""
"Sweden";"1993";"Total";"Male";"99";"Estimate - de jure";"Final figure, complete";"1994";"89";""
"Sweden";"1993";"Total";"Male";"100 +";"Estimate - de jure";"Final figure, complete";"1994";"138";""
"Sweden";"1993";"Total";"Male";"Unknown";"Estimate - de jure";"Final figure, complete";"1994";"0";""
"Sweden";"1993";"Total";"Female";"Total";"Estimate - de jure";"Final figure, complete";"1994";"4424155";""
"Sweden";"1993";"Total";"Female";"0";"Estimate - de jure";"Final figure, complete";"1994";"57394";""
"Sweden";"1993";"Total";"Female";"1";"Estimate - de jure";"Final figure, complete";"1994";"59770";""
"Sweden";"1993";"Total";"Female";"1 - 4";"Estimate - de jure";"Final figure, complete";"1994";"238932";""
"Sweden";"1993";"Total";"Female";"2";"Estimate - de jure";"Final figure, complete";"1994";"60443";""
"Sweden";"1993";"Total";"Female";"3";"Estimate - de jure";"Final figure, complete";"1994";"61157";""
"Sweden";"1993";"Total";"Female";"4";"Estimate - de jure";"Final figure, complete";"1994";"57562";""
"Sweden";"1993";"Total";"Female";"5";"Estimate - de jure";"Final figure, complete";"1994";"55855";""
"Sweden";"1993";"Total";"Female";"5 - 9";"Estimate - de jure";"Final figure, complete";"1994";"258852";""
"Sweden";"1993";"Total";"Female";"6";"Estimate - de jure";"Final figure, complete";"1994";"53053";""
"Sweden";"1993";"Total";"Female";"7";"Estimate - de jure";"Final figure, complete";"1994";"51779";""
"Sweden";"1993";"Total";"Female";"8";"Estimate - de jure";"Final figure, complete";"1994";"50075";""
"Sweden";"1993";"Total";"Female";"9";"Estimate - de jure";"Final figure, complete";"1994";"48090";""
"Sweden";"1993";"Total";"Female";"10";"Estimate - de jure";"Final figure, complete";"1994";"47047";""
"Sweden";"1993";"Total";"Female";"10 - 14";"Estimate - de jure";"Final figure, complete";"1994";"241140";""
"Sweden";"1993";"Total";"Female";"11";"Estimate - de jure";"Final figure, complete";"1994";"47564";""
"Sweden";"1993";"Total";"Female";"12";"Estimate - de jure";"Final figure, complete";"1994";"48174";""
"Sweden";"1993";"Total";"Female";"13";"Estimate - de jure";"Final figure, complete";"1994";"49480";""
"Sweden";"1993";"Total";"Female";"14";"Estimate - de jure";"Final figure, complete";"1994";"48875";""
"Sweden";"1993";"Total";"Female";"15";"Estimate - de jure";"Final figure, complete";"1994";"47296";""
"Sweden";"1993";"Total";"Female";"15 - 19";"Estimate - de jure";"Final figure, complete";"1994";"254512";""
"Sweden";"1993";"Total";"Female";"16";"Estimate - de jure";"Final figure, complete";"1994";"48505";""
"Sweden";"1993";"Total";"Female";"17";"Estimate - de jure";"Final figure, complete";"1994";"49841";""
"Sweden";"1993";"Total";"Female";"18";"Estimate - de jure";"Final figure, complete";"1994";"52837";""
"Sweden";"1993";"Total";"Female";"19";"Estimate - de jure";"Final figure, complete";"1994";"56033";""
"Sweden";"1993";"Total";"Female";"20";"Estimate - de jure";"Final figure, complete";"1994";"55948";""
"Sweden";"1993";"Total";"Female";"20 - 24";"Estimate - de jure";"Final figure, complete";"1994";"284179";""
"Sweden";"1993";"Total";"Female";"21";"Estimate - de jure";"Final figure, complete";"1994";"57249";""
"Sweden";"1993";"Total";"Female";"22";"Estimate - de jure";"Final figure, complete";"1994";"58077";""
"Sweden";"1993";"Total";"Female";"23";"Estimate - de jure";"Final figure, complete";"1994";"56880";""
"Sweden";"1993";"Total";"Female";"24";"Estimate - de jure";"Final figure, complete";"1994";"56025";""
"Sweden";"1993";"Total";"Female";"25";"Estimate - de jure";"Final figure, complete";"1994";"59593";""
"Sweden";"1993";"Total";"Female";"25 - 29";"Estimate - de jure";"Final figure, complete";"1994";"315993";""
"Sweden";"1993";"Total";"Female";"26";"Estimate - de jure";"Final figure, complete";"1994";"63051";""
"Sweden";"1993";"Total";"Female";"27";"Estimate - de jure";"Final figure, complete";"1994";"64010";""
"Sweden";"1993";"Total";"Female";"28";"Estimate - de jure";"Final figure, complete";"1994";"64451";""
"Sweden";"1993";"Total";"Female";"29";"Estimate - de jure";"Final figure, complete";"1994";"64888";""
"Sweden";"1993";"Total";"Female";"30";"Estimate - de jure";"Final figure, complete";"1994";"60099";""
"Sweden";"1993";"Total";"Female";"30 - 34";"Estimate - de jure";"Final figure, complete";"1994";"286487";""
"Sweden";"1993";"Total";"Female";"31";"Estimate - de jure";"Final figure, complete";"1994";"57747";""
"Sweden";"1993";"Total";"Female";"32";"Estimate - de jure";"Final figure, complete";"1994";"56414";""
"Sweden";"1993";"Total";"Female";"33";"Estimate - de jure";"Final figure, complete";"1994";"55944";""
"Sweden";"1993";"Total";"Female";"34";"Estimate - de jure";"Final figure, complete";"1994";"56283";""
"Sweden";"1993";"Total";"Female";"35";"Estimate - de jure";"Final figure, complete";"1994";"56593";""
"Sweden";"1993";"Total";"Female";"35 - 39";"Estimate - de jure";"Final figure, complete";"1994";"286420";""
"Sweden";"1993";"Total";"Female";"36";"Estimate - de jure";"Final figure, complete";"1994";"57936";""
"Sweden";"1993";"Total";"Female";"37";"Estimate - de jure";"Final figure, complete";"1994";"57757";""
"Sweden";"1993";"Total";"Female";"38";"Estimate - de jure";"Final figure, complete";"1994";"57670";""
"Sweden";"1993";"Total";"Female";"39";"Estimate - de jure";"Final figure, complete";"1994";"56464";""
"Sweden";"1993";"Total";"Female";"40";"Estimate - de jure";"Final figure, complete";"1994";"58152";""
"Sweden";"1993";"Total";"Female";"40 - 44";"Estimate - de jure";"Final figure, complete";"1994";"297121";""
"Sweden";"1993";"Total";"Female";"41";"Estimate - de jure";"Final figure, complete";"1994";"58025";""
"Sweden";"1993";"Total";"Female";"42";"Estimate - de jure";"Final figure, complete";"1994";"57770";""
"Sweden";"1993";"Total";"Female";"43";"Estimate - de jure";"Final figure, complete";"1994";"60139";""
"Sweden";"1993";"Total";"Female";"44";"Estimate - de jure";"Final figure, complete";"1994";"63035";""
"Sweden";"1993";"Total";"Female";"45";"Estimate - de jure";"Final figure, complete";"1994";"65421";""
"Sweden";"1993";"Total";"Female";"45 - 49";"Estimate - de jure";"Final figure, complete";"1994";"328897";""
"Sweden";"1993";"Total";"Female";"46";"Estimate - de jure";"Final figure, complete";"1994";"65894";""
"Sweden";"1993";"Total";"Female";"47";"Estimate - de jure";"Final figure, complete";"1994";"66764";""
"Sweden";"1993";"Total";"Female";"48";"Estimate - de jure";"Final figure, complete";"1994";"65998";""
"Sweden";"1993";"Total";"Female";"49";"Estimate - de jure";"Final figure, complete";"1994";"64820";""
"Sweden";"1993";"Total";"Female";"50";"Estimate - de jure";"Final figure, complete";"1994";"61133";""
"Sweden";"1993";"Total";"Female";"50 - 54";"Estimate - de jure";"Final figure, complete";"1994";"261989";""
"Sweden";"1993";"Total";"Female";"51";"Estimate - de jure";"Final figure, complete";"1994";"55701";""
"Sweden";"1993";"Total";"Female";"52";"Estimate - de jure";"Final figure, complete";"1994";"49821";""
"Sweden";"1993";"Total";"Female";"53";"Estimate - de jure";"Final figure, complete";"1994";"47246";""
"Sweden";"1993";"Total";"Female";"54";"Estimate - de jure";"Final figure, complete";"1994";"48088";""
"Sweden";"1993";"Total";"Female";"55";"Estimate - de jure";"Final figure, complete";"1994";"46342";""
"Sweden";"1993";"Total";"Female";"55 - 59";"Estimate - de jure";"Final figure, complete";"1994";"216672";""
"Sweden";"1993";"Total";"Female";"56";"Estimate - de jure";"Final figure, complete";"1994";"44281";""
"Sweden";"1993";"Total";"Female";"57";"Estimate - de jure";"Final figure, complete";"1994";"43503";""
"Sweden";"1993";"Total";"Female";"58";"Estimate - de jure";"Final figure, complete";"1994";"41437";""
"Sweden";"1993";"Total";"Female";"59";"Estimate - de jure";"Final figure, complete";"1994";"41109";""
"Sweden";"1993";"Total";"Female";"60";"Estimate - de jure";"Final figure, complete";"1994";"40396";""
"Sweden";"1993";"Total";"Female";"60 - 64";"Estimate - de jure";"Final figure, complete";"1994";"210592";""
"Sweden";"1993";"Total";"Female";"61";"Estimate - de jure";"Final figure, complete";"1994";"42218";""
"Sweden";"1993";"Total";"Female";"62";"Estimate - de jure";"Final figure, complete";"1994";"42371";""
"Sweden";"1993";"Total";"Female";"63";"Estimate - de jure";"Final figure, complete";"1994";"43434";""
"Sweden";"1993";"Total";"Female";"64";"Estimate - de jure";"Final figure, complete";"1994";"42173";""
"Sweden";"1993";"Total";"Female";"65";"Estimate - de jure";"Final figure, complete";"1994";"43649";""
"Sweden";"1993";"Total";"Female";"65 - 69";"Estimate - de jure";"Final figure, complete";"1994";"218220";""
"Sweden";"1993";"Total";"Female";"66";"Estimate - de jure";"Final figure, complete";"1994";"42469";""
"Sweden";"1993";"Total";"Female";"67";"Estimate - de jure";"Final figure, complete";"1994";"43238";""
"Sweden";"1993";"Total";"Female";"68";"Estimate - de jure";"Final figure, complete";"1994";"44314";""
"Sweden";"1993";"Total";"Female";"69";"Estimate - de jure";"Final figure, complete";"1994";"44550";""
"Sweden";"1993";"Total";"Female";"70";"Estimate - de jure";"Final figure, complete";"1994";"44648";""
"Sweden";"1993";"Total";"Female";"70 - 74";"Estimate - de jure";"Final figure, complete";"1994";"225097";""
"Sweden";"1993";"Total";"Female";"71";"Estimate - de jure";"Final figure, complete";"1994";"44862";""
"Sweden";"1993";"Total";"Female";"72";"Estimate - de jure";"Final figure, complete";"1994";"47229";""
"Sweden";"1993";"Total";"Female";"73";"Estimate - de jure";"Final figure, complete";"1994";"49011";""
"Sweden";"1993";"Total";"Female";"74";"Estimate - de jure";"Final figure, complete";"1994";"39347";""
"Sweden";"1993";"Total";"Female";"75";"Estimate - de jure";"Final figure, complete";"1994";"38543";""
"Sweden";"1993";"Total";"Female";"75 - 79";"Estimate - de jure";"Final figure, complete";"1994";"182493";""
"Sweden";"1993";"Total";"Female";"76";"Estimate - de jure";"Final figure, complete";"1994";"38038";""
"Sweden";"1993";"Total";"Female";"77";"Estimate - de jure";"Final figure, complete";"1994";"36355";""
"Sweden";"1993";"Total";"Female";"78";"Estimate - de jure";"Final figure, complete";"1994";"34987";""
"Sweden";"1993";"Total";"Female";"79";"Estimate - de jure";"Final figure, complete";"1994";"34570";""
"Sweden";"1993";"Total";"Female";"80";"Estimate - de jure";"Final figure, complete";"1994";"32679";""
"Sweden";"1993";"Total";"Female";"80 - 84";"Estimate - de jure";"Final figure, complete";"1994";"142906";""
"Sweden";"1993";"Total";"Female";"81";"Estimate - de jure";"Final figure, complete";"1994";"31279";""
"Sweden";"1993";"Total";"Female";"82";"Estimate - de jure";"Final figure, complete";"1994";"28302";""
"Sweden";"1993";"Total";"Female";"83";"Estimate - de jure";"Final figure, complete";"1994";"26344";""
"Sweden";"1993";"Total";"Female";"84";"Estimate - de jure";"Final figure, complete";"1994";"24302";""
"Sweden";"1993";"Total";"Female";"85";"Estimate - de jure";"Final figure, complete";"1994";"21572";""
"Sweden";"1993";"Total";"Female";"85 - 89";"Estimate - de jure";"Final figure, complete";"1994";"81220";""
"Sweden";"1993";"Total";"Female";"86";"Estimate - de jure";"Final figure, complete";"1994";"18678";""
"Sweden";"1993";"Total";"Female";"87";"Estimate - de jure";"Final figure, complete";"1994";"16146";""
"Sweden";"1993";"Total";"Female";"88";"Estimate - de jure";"Final figure, complete";"1994";"13501";""
"Sweden";"1993";"Total";"Female";"89";"Estimate - de jure";"Final figure, complete";"1994";"11323";""
"Sweden";"1993";"Total";"Female";"90";"Estimate - de jure";"Final figure, complete";"1994";"9033";""
"Sweden";"1993";"Total";"Female";"90 - 94";"Estimate - de jure";"Final figure, complete";"1994";"28954";""
"Sweden";"1993";"Total";"Female";"91";"Estimate - de jure";"Final figure, complete";"1994";"7347";""
"Sweden";"1993";"Total";"Female";"92";"Estimate - de jure";"Final figure, complete";"1994";"5488";""
"Sweden";"1993";"Total";"Female";"93";"Estimate - de jure";"Final figure, complete";"1994";"4222";""
"Sweden";"1993";"Total";"Female";"94";"Estimate - de jure";"Final figure, complete";"1994";"2864";""
"Sweden";"1993";"Total";"Female";"95";"Estimate - de jure";"Final figure, complete";"1994";"2088";""
"Sweden";"1993";"Total";"Female";"95 - 99";"Estimate - de jure";"Final figure, complete";"1994";"5528";""
"Sweden";"1993";"Total";"Female";"96";"Estimate - de jure";"Final figure, complete";"1994";"1456";""
"Sweden";"1993";"Total";"Female";"97";"Estimate - de jure";"Final figure, complete";"1994";"954";""
"Sweden";"1993";"Total";"Female";"98";"Estimate - de jure";"Final figure, complete";"1994";"641";""
"Sweden";"1993";"Total";"Female";"99";"Estimate - de jure";"Final figure, complete";"1994";"389";""
"Sweden";"1993";"Total";"Female";"100 +";"Estimate - de jure";"Final figure, complete";"1994";"557";""
"Sweden";"1993";"Total";"Female";"Unknown";"Estimate - de jure";"Final figure, complete";"1994";"0";""
"Sweden";"1992";"Total";"Both Sexes";"Total";"Estimate - de jure";"Final figure, complete";"1993";"8692013";""
"Sweden";"1992";"Total";"Both Sexes";"0";"Estimate - de jure";"Final figure, complete";"1993";"122582";""
"Sweden";"1992";"Total";"Both Sexes";"1";"Estimate - de jure";"Final figure, complete";"1993";"124040";""
"Sweden";"1992";"Total";"Both Sexes";"1 - 4";"Estimate - de jure";"Final figure, complete";"1993";"481002";""
"Sweden";"1992";"Total";"Both Sexes";"2";"Estimate - de jure";"Final figure, complete";"1993";"124819";""
"Sweden";"1992";"Total";"Both Sexes";"3";"Estimate - de jure";"Final figure, complete";"1993";"117645";""
"Sweden";"1992";"Total";"Both Sexes";"4";"Estimate - de jure";"Final figure, complete";"1993";"114498";""
"Sweden";"1992";"Total";"Both Sexes";"5";"Estimate - de jure";"Final figure, complete";"1993";"107659";""
"Sweden";"1992";"Total";"Both Sexes";"5 - 9";"Estimate - de jure";"Final figure, complete";"1993";"510332";""
"Sweden";"1992";"Total";"Both Sexes";"6";"Estimate - de jure";"Final figure, complete";"1993";"105663";""
"Sweden";"1992";"Total";"Both Sexes";"7";"Estimate - de jure";"Final figure, complete";"1993";"102453";""
"Sweden";"1992";"Total";"Both Sexes";"8";"Estimate - de jure";"Final figure, complete";"1993";"98299";""
"Sweden";"1992";"Total";"Both Sexes";"9";"Estimate - de jure";"Final figure, complete";"1993";"96258";""
"Sweden";"1992";"Total";"Both Sexes";"10";"Estimate - de jure";"Final figure, complete";"1993";"97210";""
"Sweden";"1992";"Total";"Both Sexes";"10 - 14";"Estimate - de jure";"Final figure, complete";"1993";"492058";""
"Sweden";"1992";"Total";"Both Sexes";"11";"Estimate - de jure";"Final figure, complete";"1993";"98006";""
"Sweden";"1992";"Total";"Both Sexes";"12";"Estimate - de jure";"Final figure, complete";"1993";"100837";""
"Sweden";"1992";"Total";"Both Sexes";"13";"Estimate - de jure";"Final figure, complete";"1993";"99578";""
"Sweden";"1992";"Total";"Both Sexes";"14";"Estimate - de jure";"Final figure, complete";"1993";"96427";""
"Sweden";"1992";"Total";"Both Sexes";"15";"Estimate - de jure";"Final figure, complete";"1993";"99308";""
"Sweden";"1992";"Total";"Both Sexes";"15 - 19";"Estimate - de jure";"Final figure, complete";"1993";"536057";""
"Sweden";"1992";"Total";"Both Sexes";"16";"Estimate - de jure";"Final figure, complete";"1993";"101888";""
"Sweden";"1992";"Total";"Both Sexes";"17";"Estimate - de jure";"Final figure, complete";"1993";"107446";""
"Sweden";"1992";"Total";"Both Sexes";"18";"Estimate - de jure";"Final figure, complete";"1993";"114029";""
"Sweden";"1992";"Total";"Both Sexes";"19";"Estimate - de jure";"Final figure, complete";"1993";"113386";""
"Sweden";"1992";"Total";"Both Sexes";"20";"Estimate - de jure";"Final figure, complete";"1993";"115948";""
"Sweden";"1992";"Total";"Both Sexes";"20 - 24";"Estimate - de jure";"Final figure, complete";"1993";"581888";""
"Sweden";"1992";"Total";"Both Sexes";"21";"Estimate - de jure";"Final figure, complete";"1993";"117497";""
"Sweden";"1992";"Total";"Both Sexes";"22";"Estimate - de jure";"Final figure, complete";"1993";"114300";""
"Sweden";"1992";"Total";"Both Sexes";"23";"Estimate - de jure";"Final figure, complete";"1993";"113586";""
"Sweden";"1992";"Total";"Both Sexes";"24";"Estimate - de jure";"Final figure, complete";"1993";"120557";""
"Sweden";"1992";"Total";"Both Sexes";"25";"Estimate - de jure";"Final figure, complete";"1993";"128802";""
"Sweden";"1992";"Total";"Both Sexes";"25 - 29";"Estimate - de jure";"Final figure, complete";"1993";"648114";""
"Sweden";"1992";"Total";"Both Sexes";"26";"Estimate - de jure";"Final figure, complete";"1993";"131138";""
"Sweden";"1992";"Total";"Both Sexes";"27";"Estimate - de jure";"Final figure, complete";"1993";"132110";""
"Sweden";"1992";"Total";"Both Sexes";"28";"Estimate - de jure";"Final figure, complete";"1993";"132561";""
"Sweden";"1992";"Total";"Both Sexes";"29";"Estimate - de jure";"Final figure, complete";"1993";"123503";""
"Sweden";"1992";"Total";"Both Sexes";"30";"Estimate - de jure";"Final figure, complete";"1993";"118155";""
"Sweden";"1992";"Total";"Both Sexes";"30 - 34";"Estimate - de jure";"Final figure, complete";"1993";"578064";""
"Sweden";"1992";"Total";"Both Sexes";"31";"Estimate - de jure";"Final figure, complete";"1993";"115261";""
"Sweden";"1992";"Total";"Both Sexes";"32";"Estimate - de jure";"Final figure, complete";"1993";"113710";""
"Sweden";"1992";"Total";"Both Sexes";"33";"Estimate - de jure";"Final figure, complete";"1993";"115269";""
"Sweden";"1992";"Total";"Both Sexes";"34";"Estimate - de jure";"Final figure, complete";"1993";"115669";""
"Sweden";"1992";"Total";"Both Sexes";"35";"Estimate - de jure";"Final figure, complete";"1993";"117406";""
"Sweden";"1992";"Total";"Both Sexes";"35 - 39";"Estimate - de jure";"Final figure, complete";"1993";"586314";""
"Sweden";"1992";"Total";"Both Sexes";"36";"Estimate - de jure";"Final figure, complete";"1993";"118334";""
"Sweden";"1992";"Total";"Both Sexes";"37";"Estimate - de jure";"Final figure, complete";"1993";"117075";""
