"Country or Area";"Year";"Area";"Sex";"Age";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Sweden";"2016";"Total";"Male";"30 - 34";"Estimate - de jure";"Final figure, complete";"2017";"318006";"1,2"
"Sweden";"2016";"Total";"Male";"30 - 34";"Estimate - de jure";"Final figure, complete";"2018";"324163.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"31";"Estimate - de jure";"Final figure, complete";"2017";"64131";"1,2"
"Sweden";"2016";"Total";"Male";"31";"Estimate - de jure";"Final figure, complete";"2018";"65934.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"32";"Estimate - de jure";"Final figure, complete";"2018";"64192.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"32";"Estimate - de jure";"Final figure, complete";"2017";"62723";"1,2"
"Sweden";"2016";"Total";"Male";"33";"Estimate - de jure";"Final figure, complete";"2017";"63016";"1,2"
"Sweden";"2016";"Total";"Male";"33";"Estimate - de jure";"Final figure, complete";"2018";"63528";"1,2,3"
"Sweden";"2016";"Total";"Male";"34";"Estimate - de jure";"Final figure, complete";"2018";"63168";"1,2,3"
"Sweden";"2016";"Total";"Male";"34";"Estimate - de jure";"Final figure, complete";"2017";"62086";"1,2"
"Sweden";"2016";"Total";"Male";"35";"Estimate - de jure";"Final figure, complete";"2017";"64146";"1,2"
"Sweden";"2016";"Total";"Male";"35";"Estimate - de jure";"Final figure, complete";"2018";"63676.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"35 - 39";"Estimate - de jure";"Final figure, complete";"2017";"310663";"1,2"
"Sweden";"2016";"Total";"Male";"35 - 39";"Estimate - de jure";"Final figure, complete";"2018";"313126";"1,2,3"
"Sweden";"2016";"Total";"Male";"36";"Estimate - de jure";"Final figure, complete";"2017";"62458";"1,2"
"Sweden";"2016";"Total";"Male";"36";"Estimate - de jure";"Final figure, complete";"2018";"63883.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"37";"Estimate - de jure";"Final figure, complete";"2018";"61930.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"37";"Estimate - de jure";"Final figure, complete";"2017";"60446";"1,2"
"Sweden";"2016";"Total";"Male";"38";"Estimate - de jure";"Final figure, complete";"2017";"61504";"1,2"
"Sweden";"2016";"Total";"Male";"38";"Estimate - de jure";"Final figure, complete";"2018";"61443.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"39";"Estimate - de jure";"Final figure, complete";"2018";"62192";"1,2,3"
"Sweden";"2016";"Total";"Male";"39";"Estimate - de jure";"Final figure, complete";"2017";"62109";"1,2"
"Sweden";"2016";"Total";"Male";"40";"Estimate - de jure";"Final figure, complete";"2017";"64301";"1,2"
"Sweden";"2016";"Total";"Male";"40";"Estimate - de jure";"Final figure, complete";"2018";"63574.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"40 - 44";"Estimate - de jure";"Final figure, complete";"2017";"330868";"1,2"
"Sweden";"2016";"Total";"Male";"40 - 44";"Estimate - de jure";"Final figure, complete";"2018";"330136.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"41";"Estimate - de jure";"Final figure, complete";"2017";"67023";"1,2"
"Sweden";"2016";"Total";"Male";"41";"Estimate - de jure";"Final figure, complete";"2018";"66036";"1,2,3"
"Sweden";"2016";"Total";"Male";"42";"Estimate - de jure";"Final figure, complete";"2018";"66767.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"42";"Estimate - de jure";"Final figure, complete";"2017";"65852";"1,2"
"Sweden";"2016";"Total";"Male";"43";"Estimate - de jure";"Final figure, complete";"2017";"66894";"1,2"
"Sweden";"2016";"Total";"Male";"43";"Estimate - de jure";"Final figure, complete";"2018";"66634";"1,2,3"
"Sweden";"2016";"Total";"Male";"44";"Estimate - de jure";"Final figure, complete";"2018";"67124.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"44";"Estimate - de jure";"Final figure, complete";"2017";"66798";"1,2"
"Sweden";"2016";"Total";"Male";"45";"Estimate - de jure";"Final figure, complete";"2017";"65017";"1,2"
"Sweden";"2016";"Total";"Male";"45";"Estimate - de jure";"Final figure, complete";"2018";"66134.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"45 - 49";"Estimate - de jure";"Final figure, complete";"2018";"335336.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"45 - 49";"Estimate - de jure";"Final figure, complete";"2017";"336401";"1,2"
"Sweden";"2016";"Total";"Male";"46";"Estimate - de jure";"Final figure, complete";"2017";"64020";"1,2"
"Sweden";"2016";"Total";"Male";"46";"Estimate - de jure";"Final figure, complete";"2018";"64708.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"47";"Estimate - de jure";"Final figure, complete";"2018";"65493.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"47";"Estimate - de jure";"Final figure, complete";"2017";"66594";"1,2"
"Sweden";"2016";"Total";"Male";"48";"Estimate - de jure";"Final figure, complete";"2017";"70122";"1,2"
"Sweden";"2016";"Total";"Male";"48";"Estimate - de jure";"Final figure, complete";"2018";"68517";"1,2,3"
"Sweden";"2016";"Total";"Male";"49";"Estimate - de jure";"Final figure, complete";"2018";"70483";"1,2,3"
"Sweden";"2016";"Total";"Male";"49";"Estimate - de jure";"Final figure, complete";"2017";"70648";"1,2"
"Sweden";"2016";"Total";"Male";"50";"Estimate - de jure";"Final figure, complete";"2017";"70537";"1,2"
"Sweden";"2016";"Total";"Male";"50";"Estimate - de jure";"Final figure, complete";"2018";"70693.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"50 - 54";"Estimate - de jure";"Final figure, complete";"2018";"333018";"1,2,3"
"Sweden";"2016";"Total";"Male";"50 - 54";"Estimate - de jure";"Final figure, complete";"2017";"327170";"1,2"
"Sweden";"2016";"Total";"Male";"51";"Estimate - de jure";"Final figure, complete";"2017";"69871";"1,2"
"Sweden";"2016";"Total";"Male";"51";"Estimate - de jure";"Final figure, complete";"2018";"70295.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"52";"Estimate - de jure";"Final figure, complete";"2018";"67649";"1,2,3"
"Sweden";"2016";"Total";"Male";"52";"Estimate - de jure";"Final figure, complete";"2017";"65335";"1,2"
"Sweden";"2016";"Total";"Male";"53";"Estimate - de jure";"Final figure, complete";"2017";"61817";"1,2"
"Sweden";"2016";"Total";"Male";"53";"Estimate - de jure";"Final figure, complete";"2018";"63642.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"54";"Estimate - de jure";"Final figure, complete";"2018";"60737.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"54";"Estimate - de jure";"Final figure, complete";"2017";"59610";"1,2"
"Sweden";"2016";"Total";"Male";"55";"Estimate - de jure";"Final figure, complete";"2017";"58464";"1,2"
"Sweden";"2016";"Total";"Male";"55";"Estimate - de jure";"Final figure, complete";"2018";"59038.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"55 - 59";"Estimate - de jure";"Final figure, complete";"2018";"292551.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"55 - 59";"Estimate - de jure";"Final figure, complete";"2017";"292291";"1,2"
"Sweden";"2016";"Total";"Male";"56";"Estimate - de jure";"Final figure, complete";"2017";"58745";"1,2"
"Sweden";"2016";"Total";"Male";"56";"Estimate - de jure";"Final figure, complete";"2018";"58577.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"57";"Estimate - de jure";"Final figure, complete";"2018";"58418.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"57";"Estimate - de jure";"Final figure, complete";"2017";"58200";"1,2"
"Sweden";"2016";"Total";"Male";"58";"Estimate - de jure";"Final figure, complete";"2017";"58239";"1,2"
"Sweden";"2016";"Total";"Male";"58";"Estimate - de jure";"Final figure, complete";"2018";"58154";"1,2,3"
"Sweden";"2016";"Total";"Male";"59";"Estimate - de jure";"Final figure, complete";"2018";"58363";"1,2,3"
"Sweden";"2016";"Total";"Male";"59";"Estimate - de jure";"Final figure, complete";"2017";"58643";"1,2"
"Sweden";"2016";"Total";"Male";"60";"Estimate - de jure";"Final figure, complete";"2017";"56807";"1,2"
"Sweden";"2016";"Total";"Male";"60";"Estimate - de jure";"Final figure, complete";"2018";"57605";"1,2,3"
"Sweden";"2016";"Total";"Male";"60 - 64";"Estimate - de jure";"Final figure, complete";"2018";"279876";"1,2,3"
"Sweden";"2016";"Total";"Male";"60 - 64";"Estimate - de jure";"Final figure, complete";"2017";"278590";"1,2"
"Sweden";"2016";"Total";"Male";"61";"Estimate - de jure";"Final figure, complete";"2017";"55456";"1,2"
"Sweden";"2016";"Total";"Male";"61";"Estimate - de jure";"Final figure, complete";"2018";"55958.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"62";"Estimate - de jure";"Final figure, complete";"2018";"55819.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"62";"Estimate - de jure";"Final figure, complete";"2017";"56522";"1,2"
"Sweden";"2016";"Total";"Male";"63";"Estimate - de jure";"Final figure, complete";"2017";"55515";"1,2"
"Sweden";"2016";"Total";"Male";"63";"Estimate - de jure";"Final figure, complete";"2018";"55811";"1,2,3"
"Sweden";"2016";"Total";"Male";"64";"Estimate - de jure";"Final figure, complete";"2018";"54682";"1,2,3"
"Sweden";"2016";"Total";"Male";"64";"Estimate - de jure";"Final figure, complete";"2017";"54290";"1,2"
"Sweden";"2016";"Total";"Male";"65";"Estimate - de jure";"Final figure, complete";"2017";"56539";"1,2"
"Sweden";"2016";"Total";"Male";"65";"Estimate - de jure";"Final figure, complete";"2018";"55133";"1,2,3"
"Sweden";"2016";"Total";"Male";"65 - 69";"Estimate - de jure";"Final figure, complete";"2018";"286824.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"65 - 69";"Estimate - de jure";"Final figure, complete";"2017";"290875";"1,2"
"Sweden";"2016";"Total";"Male";"66";"Estimate - de jure";"Final figure, complete";"2017";"57633";"1,2"
"Sweden";"2016";"Total";"Male";"66";"Estimate - de jure";"Final figure, complete";"2018";"56785.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"67";"Estimate - de jure";"Final figure, complete";"2018";"57933";"1,2,3"
"Sweden";"2016";"Total";"Male";"67";"Estimate - de jure";"Final figure, complete";"2017";"58884";"1,2"
"Sweden";"2016";"Total";"Male";"68";"Estimate - de jure";"Final figure, complete";"2017";"58854";"1,2"
"Sweden";"2016";"Total";"Male";"68";"Estimate - de jure";"Final figure, complete";"2018";"58477.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"69";"Estimate - de jure";"Final figure, complete";"2018";"58495.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"69";"Estimate - de jure";"Final figure, complete";"2017";"58965";"1,2"
"Sweden";"2016";"Total";"Male";"70";"Estimate - de jure";"Final figure, complete";"2017";"57842";"1,2"
"Sweden";"2016";"Total";"Male";"70";"Estimate - de jure";"Final figure, complete";"2018";"57909.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"70 - 74";"Estimate - de jure";"Final figure, complete";"2018";"257535";"1,2,3"
"Sweden";"2016";"Total";"Male";"70 - 74";"Estimate - de jure";"Final figure, complete";"2017";"250497";"1,2"
"Sweden";"2016";"Total";"Male";"71";"Estimate - de jure";"Final figure, complete";"2017";"55898";"1,2"
"Sweden";"2016";"Total";"Male";"71";"Estimate - de jure";"Final figure, complete";"2018";"56391";"1,2,3"
"Sweden";"2016";"Total";"Male";"72";"Estimate - de jure";"Final figure, complete";"2018";"52886";"1,2,3"
"Sweden";"2016";"Total";"Male";"72";"Estimate - de jure";"Final figure, complete";"2017";"51013";"1,2"
"Sweden";"2016";"Total";"Male";"73";"Estimate - de jure";"Final figure, complete";"2017";"46178";"1,2"
"Sweden";"2016";"Total";"Male";"73";"Estimate - de jure";"Final figure, complete";"2018";"48051.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"74";"Estimate - de jure";"Final figure, complete";"2018";"42297";"1,2,3"
"Sweden";"2016";"Total";"Male";"74";"Estimate - de jure";"Final figure, complete";"2017";"39566";"1,2"
"Sweden";"2016";"Total";"Male";"75";"Estimate - de jure";"Final figure, complete";"2017";"36691";"1,2"
"Sweden";"2016";"Total";"Male";"75";"Estimate - de jure";"Final figure, complete";"2018";"37627";"1,2,3"
"Sweden";"2016";"Total";"Male";"75 - 79";"Estimate - de jure";"Final figure, complete";"2018";"164531";"1,2,3"
"Sweden";"2016";"Total";"Male";"75 - 79";"Estimate - de jure";"Final figure, complete";"2017";"161294";"1,2"
"Sweden";"2016";"Total";"Male";"76";"Estimate - de jure";"Final figure, complete";"2017";"35344";"1,2"
"Sweden";"2016";"Total";"Male";"76";"Estimate - de jure";"Final figure, complete";"2018";"35459";"1,2,3"
"Sweden";"2016";"Total";"Male";"77";"Estimate - de jure";"Final figure, complete";"2018";"33304";"1,2,3"
"Sweden";"2016";"Total";"Male";"77";"Estimate - de jure";"Final figure, complete";"2017";"32475";"1,2"
"Sweden";"2016";"Total";"Male";"78";"Estimate - de jure";"Final figure, complete";"2017";"29571";"1,2"
"Sweden";"2016";"Total";"Male";"78";"Estimate - de jure";"Final figure, complete";"2018";"30392.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"79";"Estimate - de jure";"Final figure, complete";"2018";"27748.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"79";"Estimate - de jure";"Final figure, complete";"2017";"27213";"1,2"
"Sweden";"2016";"Total";"Male";"80";"Estimate - de jure";"Final figure, complete";"2017";"24870";"1,2"
"Sweden";"2016";"Total";"Male";"80";"Estimate - de jure";"Final figure, complete";"2018";"25390.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"80 - 84";"Estimate - de jure";"Final figure, complete";"2018";"105543.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"80 - 84";"Estimate - de jure";"Final figure, complete";"2017";"104170";"1,2"
"Sweden";"2016";"Total";"Male";"81";"Estimate - de jure";"Final figure, complete";"2017";"22113";"1,2"
"Sweden";"2016";"Total";"Male";"81";"Estimate - de jure";"Final figure, complete";"2018";"22765.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"82";"Estimate - de jure";"Final figure, complete";"2018";"20589.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"82";"Estimate - de jure";"Final figure, complete";"2017";"20396";"1,2"
"Sweden";"2016";"Total";"Male";"83";"Estimate - de jure";"Final figure, complete";"2017";"19335";"1,2"
"Sweden";"2016";"Total";"Male";"83";"Estimate - de jure";"Final figure, complete";"2018";"19157";"1,2,3"
"Sweden";"2016";"Total";"Male";"84";"Estimate - de jure";"Final figure, complete";"2018";"17641";"1,2,3"
"Sweden";"2016";"Total";"Male";"84";"Estimate - de jure";"Final figure, complete";"2017";"17456";"1,2"
"Sweden";"2016";"Total";"Male";"85";"Estimate - de jure";"Final figure, complete";"2017";"15899";"1,2"
"Sweden";"2016";"Total";"Male";"85";"Estimate - de jure";"Final figure, complete";"2018";"15873";"1,2,3"
"Sweden";"2016";"Total";"Male";"85 - 89";"Estimate - de jure";"Final figure, complete";"2018";"60984";"1,2,3"
"Sweden";"2016";"Total";"Male";"85 - 89";"Estimate - de jure";"Final figure, complete";"2017";"60527";"1,2"
"Sweden";"2016";"Total";"Male";"86";"Estimate - de jure";"Final figure, complete";"2017";"13553";"1,2"
"Sweden";"2016";"Total";"Male";"86";"Estimate - de jure";"Final figure, complete";"2018";"13893";"1,2,3"
"Sweden";"2016";"Total";"Male";"87";"Estimate - de jure";"Final figure, complete";"2018";"12112.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"87";"Estimate - de jure";"Final figure, complete";"2017";"12268";"1,2"
"Sweden";"2016";"Total";"Male";"88";"Estimate - de jure";"Final figure, complete";"2017";"10088";"1,2"
"Sweden";"2016";"Total";"Male";"88";"Estimate - de jure";"Final figure, complete";"2018";"10383.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"89";"Estimate - de jure";"Final figure, complete";"2018";"8722";"1,2,3"
"Sweden";"2016";"Total";"Male";"89";"Estimate - de jure";"Final figure, complete";"2017";"8719";"1,2"
"Sweden";"2016";"Total";"Male";"90";"Estimate - de jure";"Final figure, complete";"2017";"7300";"1,2"
"Sweden";"2016";"Total";"Male";"90";"Estimate - de jure";"Final figure, complete";"2018";"7283.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"90 - 94";"Estimate - de jure";"Final figure, complete";"2018";"23812";"1,2,3"
"Sweden";"2016";"Total";"Male";"90 - 94";"Estimate - de jure";"Final figure, complete";"2017";"23755";"1,2"
"Sweden";"2016";"Total";"Male";"91";"Estimate - de jure";"Final figure, complete";"2017";"5808";"1,2"
"Sweden";"2016";"Total";"Male";"91";"Estimate - de jure";"Final figure, complete";"2018";"5864";"1,2,3"
"Sweden";"2016";"Total";"Male";"92";"Estimate - de jure";"Final figure, complete";"2018";"4615";"1,2,3"
"Sweden";"2016";"Total";"Male";"92";"Estimate - de jure";"Final figure, complete";"2017";"4597";"1,2"
"Sweden";"2016";"Total";"Male";"93";"Estimate - de jure";"Final figure, complete";"2017";"3389";"1,2"
"Sweden";"2016";"Total";"Male";"93";"Estimate - de jure";"Final figure, complete";"2018";"3461.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"94";"Estimate - de jure";"Final figure, complete";"2018";"2588";"1,2,3"
"Sweden";"2016";"Total";"Male";"94";"Estimate - de jure";"Final figure, complete";"2017";"2661";"1,2"
"Sweden";"2016";"Total";"Male";"95";"Estimate - de jure";"Final figure, complete";"2017";"1955";"1,2"
"Sweden";"2016";"Total";"Male";"95";"Estimate - de jure";"Final figure, complete";"2018";"1950";"1,2,3"
"Sweden";"2016";"Total";"Male";"95 - 99";"Estimate - de jure";"Final figure, complete";"2018";"4618.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"95 - 99";"Estimate - de jure";"Final figure, complete";"2017";"4466";"1,2"
"Sweden";"2016";"Total";"Male";"96";"Estimate - de jure";"Final figure, complete";"2017";"1110";"1,2"
"Sweden";"2016";"Total";"Male";"96";"Estimate - de jure";"Final figure, complete";"2018";"1231.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"97";"Estimate - de jure";"Final figure, complete";"2018";"704";"1,2,3"
"Sweden";"2016";"Total";"Male";"97";"Estimate - de jure";"Final figure, complete";"2017";"695";"1,2"
"Sweden";"2016";"Total";"Male";"98";"Estimate - de jure";"Final figure, complete";"2017";"450";"1,2"
"Sweden";"2016";"Total";"Male";"98";"Estimate - de jure";"Final figure, complete";"2018";"456.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"99";"Estimate - de jure";"Final figure, complete";"2018";"276.5";"1,2,3"
"Sweden";"2016";"Total";"Male";"99";"Estimate - de jure";"Final figure, complete";"2017";"256";"1,2"
"Sweden";"2016";"Total";"Male";"100 +";"Estimate - de jure";"Final figure, complete";"2017";"315";"1,2"
"Sweden";"2016";"Total";"Male";"100 +";"Estimate - de jure";"Final figure, complete";"2018";"323.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"Total";"Estimate - de jure";"Final figure, complete";"2018";"4950928.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"Total";"Estimate - de jure";"Final figure, complete";"2017";"4920051";"1,2"
"Sweden";"2016";"Total";"Female";"0";"Estimate - de jure";"Final figure, complete";"2017";"55884";"1,2"
"Sweden";"2016";"Total";"Female";"0";"Estimate - de jure";"Final figure, complete";"2018";"56951";"1,2,3"
"Sweden";"2016";"Total";"Female";"0 - 4";"Estimate - de jure";"Final figure, complete";"2018";"287041.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"0 - 4";"Estimate - de jure";"Final figure, complete";"2017";"284434";"1,2"
"Sweden";"2016";"Total";"Female";"1";"Estimate - de jure";"Final figure, complete";"2017";"57292";"1,2"
"Sweden";"2016";"Total";"Female";"1";"Estimate - de jure";"Final figure, complete";"2018";"57254";"1,2,3"
"Sweden";"2016";"Total";"Female";"1 - 4";"Estimate - de jure";"Final figure, complete";"2018";"230090.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"1 - 4";"Estimate - de jure";"Final figure, complete";"2017";"228550";"1,2"
"Sweden";"2016";"Total";"Female";"2";"Estimate - de jure";"Final figure, complete";"2017";"56834";"1,2"
"Sweden";"2016";"Total";"Female";"2";"Estimate - de jure";"Final figure, complete";"2018";"57591";"1,2,3"
"Sweden";"2016";"Total";"Female";"3";"Estimate - de jure";"Final figure, complete";"2018";"57536";"1,2,3"
"Sweden";"2016";"Total";"Female";"3";"Estimate - de jure";"Final figure, complete";"2017";"57297";"1,2"
"Sweden";"2016";"Total";"Female";"4";"Estimate - de jure";"Final figure, complete";"2017";"57127";"1,2"
"Sweden";"2016";"Total";"Female";"4";"Estimate - de jure";"Final figure, complete";"2018";"57709.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"5";"Estimate - de jure";"Final figure, complete";"2018";"58672.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"5";"Estimate - de jure";"Final figure, complete";"2017";"59253";"1,2"
"Sweden";"2016";"Total";"Female";"5 - 9";"Estimate - de jure";"Final figure, complete";"2018";"289007";"1,2,3"
"Sweden";"2016";"Total";"Female";"5 - 9";"Estimate - de jure";"Final figure, complete";"2017";"286162";"1,2"
"Sweden";"2016";"Total";"Female";"6";"Estimate - de jure";"Final figure, complete";"2017";"57748";"1,2"
"Sweden";"2016";"Total";"Female";"6";"Estimate - de jure";"Final figure, complete";"2018";"59003";"1,2,3"
"Sweden";"2016";"Total";"Female";"7";"Estimate - de jure";"Final figure, complete";"2018";"57727.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"7";"Estimate - de jure";"Final figure, complete";"2017";"56851";"1,2"
"Sweden";"2016";"Total";"Female";"8";"Estimate - de jure";"Final figure, complete";"2017";"56272";"1,2"
"Sweden";"2016";"Total";"Female";"8";"Estimate - de jure";"Final figure, complete";"2018";"57015.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"9";"Estimate - de jure";"Final figure, complete";"2018";"56588.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"9";"Estimate - de jure";"Final figure, complete";"2017";"56038";"1,2"
"Sweden";"2016";"Total";"Female";"10";"Estimate - de jure";"Final figure, complete";"2017";"54402";"1,2"
"Sweden";"2016";"Total";"Female";"10";"Estimate - de jure";"Final figure, complete";"2018";"55632";"1,2,3"
"Sweden";"2016";"Total";"Female";"10 - 14";"Estimate - de jure";"Final figure, complete";"2018";"268751.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"10 - 14";"Estimate - de jure";"Final figure, complete";"2017";"263672";"1,2"
"Sweden";"2016";"Total";"Female";"11";"Estimate - de jure";"Final figure, complete";"2017";"53989";"1,2"
"Sweden";"2016";"Total";"Female";"11";"Estimate - de jure";"Final figure, complete";"2018";"54600.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"12";"Estimate - de jure";"Final figure, complete";"2018";"54081";"1,2,3"
"Sweden";"2016";"Total";"Female";"12";"Estimate - de jure";"Final figure, complete";"2017";"53410";"1,2"
"Sweden";"2016";"Total";"Female";"13";"Estimate - de jure";"Final figure, complete";"2017";"52088";"1,2"
"Sweden";"2016";"Total";"Female";"13";"Estimate - de jure";"Final figure, complete";"2018";"53118.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"14";"Estimate - de jure";"Final figure, complete";"2018";"51319.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"14";"Estimate - de jure";"Final figure, complete";"2017";"49783";"1,2"
"Sweden";"2016";"Total";"Female";"15";"Estimate - de jure";"Final figure, complete";"2017";"49781";"1,2"
"Sweden";"2016";"Total";"Female";"15";"Estimate - de jure";"Final figure, complete";"2018";"50153.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"15 - 19";"Estimate - de jure";"Final figure, complete";"2018";"252243.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"15 - 19";"Estimate - de jure";"Final figure, complete";"2017";"251450";"1,2"
"Sweden";"2016";"Total";"Female";"16";"Estimate - de jure";"Final figure, complete";"2017";"48995";"1,2"
"Sweden";"2016";"Total";"Female";"16";"Estimate - de jure";"Final figure, complete";"2018";"49844.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"17";"Estimate - de jure";"Final figure, complete";"2018";"49710";"1,2,3"
"Sweden";"2016";"Total";"Female";"17";"Estimate - de jure";"Final figure, complete";"2017";"49443";"1,2"
"Sweden";"2016";"Total";"Female";"18";"Estimate - de jure";"Final figure, complete";"2017";"50346";"1,2"
"Sweden";"2016";"Total";"Female";"18";"Estimate - de jure";"Final figure, complete";"2018";"50444";"1,2,3"
"Sweden";"2016";"Total";"Female";"19";"Estimate - de jure";"Final figure, complete";"2018";"52091.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"19";"Estimate - de jure";"Final figure, complete";"2017";"52885";"1,2"
"Sweden";"2016";"Total";"Female";"20";"Estimate - de jure";"Final figure, complete";"2017";"56630";"1,2"
"Sweden";"2016";"Total";"Female";"20";"Estimate - de jure";"Final figure, complete";"2018";"55331";"1,2,3"
"Sweden";"2016";"Total";"Female";"20 - 24";"Estimate - de jure";"Final figure, complete";"2017";"318250";"1,2"
"Sweden";"2016";"Total";"Female";"20 - 24";"Estimate - de jure";"Final figure, complete";"2018";"313704";"1,2,3"
"Sweden";"2016";"Total";"Female";"21";"Estimate - de jure";"Final figure, complete";"2017";"61405";"1,2"
"Sweden";"2016";"Total";"Female";"21";"Estimate - de jure";"Final figure, complete";"2018";"59542";"1,2,3"
"Sweden";"2016";"Total";"Female";"22";"Estimate - de jure";"Final figure, complete";"2018";"63484.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"22";"Estimate - de jure";"Final figure, complete";"2017";"64097";"1,2"
"Sweden";"2016";"Total";"Female";"23";"Estimate - de jure";"Final figure, complete";"2017";"67142";"1,2"
"Sweden";"2016";"Total";"Female";"23";"Estimate - de jure";"Final figure, complete";"2018";"66419.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"24";"Estimate - de jure";"Final figure, complete";"2018";"68927";"1,2,3"
"Sweden";"2016";"Total";"Female";"24";"Estimate - de jure";"Final figure, complete";"2017";"68976";"1,2"
"Sweden";"2016";"Total";"Female";"25";"Estimate - de jure";"Final figure, complete";"2017";"70649";"1,2"
"Sweden";"2016";"Total";"Female";"25";"Estimate - de jure";"Final figure, complete";"2018";"70588.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"25 - 29";"Estimate - de jure";"Final figure, complete";"2017";"333430";"1,2"
"Sweden";"2016";"Total";"Female";"25 - 29";"Estimate - de jure";"Final figure, complete";"2018";"339950";"1,2,3"
"Sweden";"2016";"Total";"Female";"26";"Estimate - de jure";"Final figure, complete";"2017";"67776";"1,2"
"Sweden";"2016";"Total";"Female";"26";"Estimate - de jure";"Final figure, complete";"2018";"70008";"1,2,3"
"Sweden";"2016";"Total";"Female";"27";"Estimate - de jure";"Final figure, complete";"2018";"68117.5";"1,2,3"
"Sweden";"2016";"Total";"Female";"27";"Estimate - de jure";"Final figure, complete";"2017";"66894";"1,2"
"Sweden";"2016";"Total";"Female";"28";"Estimate - de jure";"Final figure, complete";"2017";"64532";"1,2"
"Sweden";"2016";"Total";"Female";"28";"Estimate - de jure";"Final figure, complete";"2018";"66445";"1,2,3"
"Sweden";"2016";"Total";"Female";"29";"Estimate - de jure";"Final figure, complete";"2018";"64791";"1,2,3"
"Sweden";"2016";"Total";"Female";"29";"Estimate - de jure";"Final figure, complete";"2017";"63579";"1,2"
"Sweden";"2016";"Total";"Female";"30";"Estimate - de jure";"Final figure, complete";"2017";"62224";"1,2"
"Sweden";"2016";"Total";"Female";"30";"Estimate - de jure";"Final figure, complete";"2018";"63581";"1,2,3"
"Sweden";"2016";"Total";"Female";"30 - 34";"Estimate - de jure";"Final figure, complete";"2017";"301065";"1,2"
