"Country or Area";"Year";"Area";"Month";"Record Type";"Reliability";"Source Year";"Value";"Value Footnotes"
"Sweden";"2000";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7032";""
"Sweden";"2000";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7461";""
"Sweden";"2000";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7256";""
"Sweden";"2000";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7209";""
"Sweden";"2000";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7437";""
"Sweden";"2000";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"7449";""
"Sweden";"2000";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"8159";""
"Sweden";"2000";"Total";"Unknown";"Data tabulated by year of occurrence";"Final figure, complete";"2003";"0";""
"Sweden";"1999";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"94726";""
"Sweden";"1999";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8991";""
"Sweden";"1999";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8434";""
"Sweden";"1999";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"9070";""
"Sweden";"1999";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7492";""
"Sweden";"1999";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7529";""
"Sweden";"1999";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"6931";""
"Sweden";"1999";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7390";""
"Sweden";"1999";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7507";""
"Sweden";"1999";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7200";""
"Sweden";"1999";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7605";""
"Sweden";"1999";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7624";""
"Sweden";"1999";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8953";""
"Sweden";"1998";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"93271";""
"Sweden";"1998";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8439";""
"Sweden";"1998";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7860";""
"Sweden";"1998";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8629";""
"Sweden";"1998";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7984";""
"Sweden";"1998";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7420";""
"Sweden";"1998";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7006";""
"Sweden";"1998";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7381";""
"Sweden";"1998";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7357";""
"Sweden";"1998";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"6982";""
"Sweden";"1998";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7637";""
"Sweden";"1998";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"7846";""
"Sweden";"1998";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"2000";"8730";""
"Sweden";"1996";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"94133";""
"Sweden";"1996";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"10492";""
"Sweden";"1996";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"8154";""
"Sweden";"1996";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7993";""
"Sweden";"1996";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7425";""
"Sweden";"1996";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7534";""
"Sweden";"1996";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7158";""
"Sweden";"1996";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7276";""
"Sweden";"1996";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7159";""
"Sweden";"1996";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7136";""
"Sweden";"1996";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7511";""
"Sweden";"1996";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"7541";""
"Sweden";"1996";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1997";"8754";""
"Sweden";"1994";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"91844";"1"
"Sweden";"1994";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"9189";"1"
"Sweden";"1994";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7278";"1"
"Sweden";"1994";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7743";"1"
"Sweden";"1994";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7186";"1"
"Sweden";"1994";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7428";"1"
"Sweden";"1994";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7072";"1"
"Sweden";"1994";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7707";"1"
"Sweden";"1994";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7159";"1"
"Sweden";"1994";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7653";"1"
"Sweden";"1994";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7509";"1"
"Sweden";"1994";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"7508";"1"
"Sweden";"1994";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1995";"8070";"1"
"Sweden";"1993";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"97008";""
"Sweden";"1993";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"9113";""
"Sweden";"1993";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7624";""
"Sweden";"1993";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"9095";""
"Sweden";"1993";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7866";""
"Sweden";"1993";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7509";""
"Sweden";"1993";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7264";""
"Sweden";"1993";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7494";""
"Sweden";"1993";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7264";""
"Sweden";"1993";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7304";""
"Sweden";"1993";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7538";""
"Sweden";"1993";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"7884";""
"Sweden";"1993";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1994";"11053";""
"Sweden";"1992";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"94710";""
"Sweden";"1992";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"9402";""
"Sweden";"1992";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"8390";""
"Sweden";"1992";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"8330";""
"Sweden";"1992";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7751";""
"Sweden";"1992";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7523";""
"Sweden";"1992";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7535";""
"Sweden";"1992";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7601";""
"Sweden";"1992";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7219";""
"Sweden";"1992";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7247";""
"Sweden";"1992";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7705";""
"Sweden";"1992";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"7727";""
"Sweden";"1992";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1993";"8280";""
"Sweden";"1990";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"95161";""
"Sweden";"1990";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"8741";""
"Sweden";"1990";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7559";""
"Sweden";"1990";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"8421";""
"Sweden";"1990";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7976";""
"Sweden";"1990";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7926";""
"Sweden";"1990";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7421";""
"Sweden";"1990";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7696";""
"Sweden";"1990";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7499";""
"Sweden";"1990";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7367";""
"Sweden";"1990";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7587";""
"Sweden";"1990";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"7878";""
"Sweden";"1990";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1991";"8894";""
"Sweden";"1989";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"92110";""
"Sweden";"1989";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"9434";""
"Sweden";"1989";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7000";""
"Sweden";"1989";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7651";""
"Sweden";"1989";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7441";""
"Sweden";"1989";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7604";""
"Sweden";"1989";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7526";""
"Sweden";"1989";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7549";""
"Sweden";"1989";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7129";""
"Sweden";"1989";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7033";""
"Sweden";"1989";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7691";""
"Sweden";"1989";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7450";""
"Sweden";"1989";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8602";""
"Sweden";"1988";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"96743";""
"Sweden";"1988";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8307";""
"Sweden";"1988";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7687";""
"Sweden";"1988";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8293";""
"Sweden";"1988";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8249";""
"Sweden";"1988";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8088";""
"Sweden";"1988";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7472";""
"Sweden";"1988";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7478";""
"Sweden";"1988";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7747";""
"Sweden";"1988";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7217";""
"Sweden";"1988";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7755";""
"Sweden";"1988";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7893";""
"Sweden";"1988";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"10557";""
"Sweden";"1987";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"93307";""
"Sweden";"1987";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"9051";""
"Sweden";"1987";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7478";""
"Sweden";"1987";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8291";""
"Sweden";"1987";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7655";""
"Sweden";"1987";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7854";""
"Sweden";"1987";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7557";""
"Sweden";"1987";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7629";""
"Sweden";"1987";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7460";""
"Sweden";"1987";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7294";""
"Sweden";"1987";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7344";""
"Sweden";"1987";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7445";""
"Sweden";"1987";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8249";""
"Sweden";"1986";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"93295";""
"Sweden";"1986";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8792";""
"Sweden";"1986";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8183";""
"Sweden";"1986";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8567";""
"Sweden";"1986";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7805";""
"Sweden";"1986";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7420";""
"Sweden";"1986";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7456";""
"Sweden";"1986";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7242";""
"Sweden";"1986";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7226";""
"Sweden";"1986";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7345";""
"Sweden";"1986";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7489";""
"Sweden";"1986";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7288";""
"Sweden";"1986";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8482";""
"Sweden";"1985";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"94032";""
"Sweden";"1985";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"9246";""
"Sweden";"1985";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8687";""
"Sweden";"1985";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8638";""
"Sweden";"1985";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7393";""
"Sweden";"1985";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7783";""
"Sweden";"1985";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7286";""
"Sweden";"1985";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7110";""
"Sweden";"1985";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7241";""
"Sweden";"1985";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7181";""
"Sweden";"1985";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7377";""
"Sweden";"1985";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"7701";""
"Sweden";"1985";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1990";"8389";""
"Sweden";"1984";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"90483";""
"Sweden";"1984";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"8157";""
"Sweden";"1984";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7351";""
"Sweden";"1984";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"8056";""
"Sweden";"1984";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7788";""
"Sweden";"1984";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7642";""
"Sweden";"1984";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7067";""
"Sweden";"1984";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7241";""
"Sweden";"1984";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7148";""
"Sweden";"1984";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7163";""
"Sweden";"1984";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7535";""
"Sweden";"1984";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"7275";""
"Sweden";"1984";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1989";"8060";""
"Sweden";"1983";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"90791";""
"Sweden";"1983";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7964";""
"Sweden";"1983";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7713";""
"Sweden";"1983";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"9084";""
"Sweden";"1983";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7409";""
"Sweden";"1983";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7330";""
"Sweden";"1983";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7151";""
"Sweden";"1983";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7527";""
"Sweden";"1983";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"6978";""
"Sweden";"1983";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"6888";""
"Sweden";"1983";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7371";""
"Sweden";"1983";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"7207";""
"Sweden";"1983";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1988";"8169";""
"Sweden";"1982";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"90671";""
"Sweden";"1982";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"8753";""
"Sweden";"1982";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7018";""
"Sweden";"1982";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7714";""
"Sweden";"1982";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7451";""
"Sweden";"1982";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7758";""
"Sweden";"1982";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7349";""
"Sweden";"1982";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7761";""
"Sweden";"1982";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7172";""
"Sweden";"1982";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7036";""
"Sweden";"1982";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7310";""
"Sweden";"1982";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"7312";""
"Sweden";"1982";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1983";"8037";""
"Sweden";"1981";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"91955";"1"
"Sweden";"1981";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"8723";"1"
"Sweden";"1981";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7851";"1"
"Sweden";"1981";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"8440";"1"
"Sweden";"1981";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7451";"1"
"Sweden";"1981";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7398";"1"
"Sweden";"1981";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7063";"1"
"Sweden";"1981";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7295";"1"
"Sweden";"1981";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7194";"1"
"Sweden";"1981";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"6987";"1"
"Sweden";"1981";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7358";"1"
"Sweden";"1981";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"7470";"1"
"Sweden";"1981";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1982";"8725";"1"
"Sweden";"1980";"Total";"Total";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"91742";"1"
"Sweden";"1980";"Total";"January";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"8362";"1"
"Sweden";"1980";"Total";"February";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7641";"1"
"Sweden";"1980";"Total";"March";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"8040";"1"
"Sweden";"1980";"Total";"April";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7496";"1"
"Sweden";"1980";"Total";"May";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7587";"1"
"Sweden";"1980";"Total";"June";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7317";"1"
"Sweden";"1980";"Total";"July";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7564";"1"
"Sweden";"1980";"Total";"August";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7185";"1"
"Sweden";"1980";"Total";"September";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7159";"1"
"Sweden";"1980";"Total";"October";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7511";"1"
"Sweden";"1980";"Total";"November";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"7351";"1"
"Sweden";"1980";"Total";"December";"Data tabulated by year of occurrence";"Final figure, complete";"1981";"8529";"1"

"footnoteSeqID";"Footnote"
"1";"Unrevised data."
